X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y
2823.0,78.0,19.0,95.0,27.0,618.0,240.0,203.0,85.0,811.0,T1,T23,2.0
3117.0,83.0,6.0,240.0,2.0,4361.0,228.0,230.0,137.0,1618.0,T1,T22,1.0
2943.0,186.0,20.0,680.0,239.0,591.0,219.0,250.0,156.0,1614.0,T3,T4,5.0
2755.0,76.0,11.0,0.0,0.0,2970.0,234.0,220.0,117.0,5689.0,T1,T20,2.0
3600.0,339.0,22.0,391.0,188.0,3084.0,166.0,201.0,170.0,1442.0,T1,T40,1.0
3376.0,45.0,1.0,485.0,37.0,1350.0,219.0,235.0,153.0,2395.0,T3,T32,7.0
2951.0,196.0,16.0,175.0,19.0,1015.0,215.0,252.0,166.0,624.0,T3,T13,2.0
2481.0,316.0,26.0,42.0,17.0,792.0,143.0,209.0,201.0,618.0,T3,T10,6.0
2543.0,354.0,7.0,0.0,0.0,1418.0,208.0,227.0,157.0,1771.0,T3,T10,2.0
2729.0,104.0,14.0,216.0,32.0,2118.0,242.0,222.0,107.0,446.0,T3,T10,2.0
2213.0,37.0,17.0,108.0,52.0,595.0,217.0,202.0,115.0,726.0,T4,T10,3.0
3281.0,320.0,7.0,270.0,63.0,3390.0,202.0,233.0,171.0,1966.0,T1,T29,1.0
2041.0,83.0,25.0,162.0,26.0,451.0,245.0,187.0,56.0,534.0,T4,T6,3.0
3112.0,72.0,12.0,60.0,11.0,2326.0,233.0,217.0,114.0,1798.0,T1,T29,1.0
3195.0,113.0,15.0,30.0,0.0,4744.0,245.0,223.0,104.0,1599.0,T1,T23,1.0
3218.0,43.0,12.0,90.0,6.0,1199.0,222.0,213.0,123.0,2432.0,T1,T23,1.0
2985.0,123.0,8.0,268.0,20.0,4956.0,234.0,234.0,132.0,2613.0,T1,T23,1.0
3255.0,335.0,13.0,725.0,41.0,1974.0,189.0,221.0,171.0,589.0,T3,T32,1.0
3107.0,162.0,11.0,335.0,44.0,1932.0,231.0,243.0,143.0,706.0,T3,T32,2.0
2933.0,195.0,11.0,360.0,95.0,845.0,218.0,249.0,164.0,2242.0,T3,T33,5.0
2879.0,278.0,15.0,270.0,-4.0,1422.0,178.0,241.0,202.0,1528.0,T3,T32,2.0
2243.0,287.0,36.0,300.0,168.0,1530.0,101.0,212.0,239.0,872.0,T4,T10,3.0
2849.0,271.0,12.0,120.0,24.0,2546.0,187.0,244.0,196.0,2326.0,T1,T29,1.0
3041.0,243.0,12.0,42.0,9.0,3000.0,197.0,249.0,190.0,1142.0,T3,T33,2.0
2667.0,200.0,6.0,134.0,24.0,1495.0,218.0,246.0,163.0,6529.0,T1,T29,2.0
3354.0,215.0,15.0,541.0,148.0,1869.0,205.0,253.0,181.0,1392.0,T3,T32,1.0
2548.0,103.0,8.0,309.0,47.0,1243.0,234.0,230.0,127.0,4794.0,T1,T18,2.0
2762.0,344.0,6.0,0.0,0.0,2888.0,208.0,230.0,161.0,6242.0,T1,T20,2.0
3190.0,139.0,30.0,180.0,33.0,4077.0,248.0,214.0,70.0,3038.0,T3,T22,1.0
2371.0,350.0,24.0,437.0,155.0,934.0,168.0,191.0,156.0,1140.0,T4,T10,6.0
2625.0,13.0,8.0,330.0,-21.0,339.0,212.0,223.0,148.0,1443.0,T1,T29,2.0
2756.0,327.0,8.0,201.0,33.0,2481.0,200.0,231.0,170.0,6853.0,T1,T12,2.0
2118.0,348.0,23.0,258.0,23.0,451.0,172.0,196.0,159.0,793.0,T4,T10,6.0
3281.0,162.0,1.0,60.0,0.0,1410.0,219.0,238.0,156.0,3390.0,T2,T23,2.0
2709.0,55.0,4.0,175.0,14.0,2100.0,222.0,231.0,145.0,4226.0,T1,T12,2.0
2988.0,113.0,5.0,450.0,62.0,5245.0,230.0,234.0,138.0,6433.0,T1,T12,2.0
2661.0,86.0,8.0,192.0,51.0,1851.0,232.0,227.0,129.0,4849.0,T1,T12,2.0
2691.0,32.0,10.0,323.0,34.0,366.0,218.0,218.0,134.0,999.0,T3,T11,2.0
2117.0,23.0,18.0,42.0,0.0,1200.0,207.0,200.0,124.0,1072.0,T4,T17,3.0
3249.0,237.0,5.0,485.0,15.0,339.0,211.0,244.0,170.0,811.0,T3,T32,2.0
2854.0,105.0,25.0,95.0,46.0,108.0,252.0,200.0,60.0,966.0,T1,T29,1.0
3333.0,41.0,18.0,42.0,9.0,1253.0,219.0,199.0,108.0,1362.0,T2,T38,7.0
2839.0,26.0,6.0,192.0,37.0,2362.0,217.0,227.0,146.0,1991.0,T1,T29,2.0
3041.0,21.0,16.0,404.0,70.0,2255.0,208.0,205.0,130.0,2308.0,T3,T24,1.0
3202.0,135.0,9.0,218.0,11.0,5514.0,235.0,236.0,132.0,3078.0,T1,T29,2.0
3119.0,4.0,23.0,661.0,55.0,3586.0,182.0,187.0,136.0,2881.0,T1,T29,2.0
2893.0,170.0,7.0,424.0,77.0,3588.0,225.0,243.0,152.0,3154.0,T1,T12,2.0
3162.0,147.0,18.0,703.0,-44.0,642.0,242.0,235.0,115.0,1926.0,T3,T33,2.0
2946.0,90.0,6.0,150.0,-5.0,1761.0,229.0,231.0,136.0,1450.0,T1,T29,2.0
2895.0,222.0,12.0,1053.0,229.0,2461.0,204.0,252.0,182.0,1465.0,T3,T34,5.0
3079.0,336.0,8.0,60.0,19.0,1771.0,202.0,229.0,166.0,390.0,T3,T32,2.0
2985.0,25.0,13.0,371.0,91.0,4461.0,213.0,212.0,133.0,1994.0,T1,T29,2.0
2499.0,83.0,6.0,0.0,0.0,201.0,228.0,230.0,137.0,1530.0,T3,T10,6.0
2859.0,44.0,16.0,481.0,125.0,270.0,222.0,202.0,110.0,1006.0,T3,T11,2.0
2988.0,162.0,5.0,134.0,6.0,4819.0,224.0,241.0,151.0,5011.0,T1,T29,2.0
3156.0,28.0,21.0,256.0,67.0,3869.0,207.0,189.0,110.0,2026.0,T3,T39,2.0
2991.0,253.0,7.0,339.0,47.0,297.0,204.0,245.0,179.0,1421.0,T3,T32,2.0
2722.0,73.0,16.0,108.0,33.0,1340.0,237.0,208.0,97.0,1493.0,T3,T11,2.0
3301.0,60.0,11.0,607.0,135.0,1012.0,229.0,216.0,119.0,1717.0,T2,T13,1.0
3279.0,44.0,23.0,582.0,137.0,1348.0,219.0,184.0,89.0,5162.0,T2,T24,1.0
2902.0,66.0,6.0,216.0,13.0,4011.0,226.0,228.0,137.0,3840.0,T1,T29,2.0
3353.0,193.0,21.0,361.0,119.0,977.0,212.0,252.0,164.0,859.0,T1,T22,1.0
2810.0,118.0,17.0,170.0,45.0,977.0,246.0,223.0,100.0,391.0,T3,T31,2.0
3134.0,70.0,13.0,391.0,53.0,1455.0,234.0,213.0,108.0,3365.0,T3,T33,1.0
2988.0,2.0,32.0,342.0,-16.0,2250.0,160.0,164.0,128.0,2967.0,T3,T31,2.0
2431.0,45.0,12.0,601.0,87.0,755.0,223.0,214.0,124.0,1308.0,T4,T10,6.0
3136.0,41.0,14.0,371.0,59.0,3511.0,221.0,208.0,119.0,3121.0,T1,T29,1.0
2608.0,29.0,12.0,335.0,75.0,255.0,216.0,214.0,133.0,1266.0,T1,T12,2.0
2741.0,29.0,13.0,108.0,26.0,2224.0,215.0,211.0,130.0,4026.0,T1,T12,2.0
2967.0,111.0,22.0,908.0,334.0,2679.0,251.0,210.0,75.0,1615.0,T3,T10,2.0
3101.0,338.0,14.0,90.0,16.0,430.0,188.0,219.0,169.0,800.0,T2,T23,1.0
3110.0,294.0,13.0,67.0,-16.0,2546.0,183.0,236.0,194.0,685.0,T3,T32,2.0
3193.0,37.0,9.0,1064.0,117.0,2979.0,220.0,219.0,134.0,2333.0,T3,T32,2.0
2949.0,77.0,13.0,0.0,0.0,3673.0,236.0,216.0,110.0,1514.0,T1,T23,2.0
2955.0,198.0,2.0,404.0,42.0,3912.0,218.0,240.0,158.0,4518.0,T1,T12,2.0
3018.0,244.0,13.0,30.0,5.0,1831.0,193.0,250.0,194.0,1448.0,T3,T21,1.0
3188.0,53.0,7.0,391.0,26.0,1315.0,224.0,224.0,134.0,2264.0,T2,T23,1.0
2795.0,341.0,11.0,190.0,56.0,3240.0,197.0,224.0,165.0,6062.0,T1,T29,2.0
2541.0,105.0,14.0,247.0,-12.0,696.0,243.0,222.0,106.0,607.0,T1,T23,2.0
2942.0,103.0,14.0,255.0,69.0,1813.0,243.0,221.0,103.0,1235.0,T1,T29,2.0
3081.0,301.0,10.0,150.0,-17.0,806.0,192.0,236.0,183.0,1905.0,T2,T24,2.0
3178.0,57.0,11.0,108.0,6.0,4712.0,228.0,216.0,120.0,1350.0,T1,T19,1.0
3190.0,16.0,14.0,408.0,63.0,2067.0,207.0,209.0,137.0,3443.0,T3,T31,1.0
2641.0,164.0,14.0,90.0,6.0,1824.0,232.0,243.0,139.0,957.0,T3,T11,2.0
3064.0,294.0,11.0,124.0,6.0,1786.0,188.0,237.0,189.0,1194.0,T3,T23,1.0
2858.0,133.0,11.0,268.0,64.0,2315.0,238.0,235.0,125.0,1747.0,T1,T12,2.0
2948.0,107.0,5.0,0.0,0.0,2191.0,229.0,234.0,139.0,1657.0,T1,T29,2.0
3382.0,289.0,9.0,871.0,125.0,1053.0,196.0,239.0,183.0,2161.0,T3,T32,1.0
2395.0,68.0,22.0,319.0,88.0,911.0,236.0,192.0,76.0,886.0,T4,T3,3.0
2995.0,192.0,29.0,120.0,25.0,930.0,204.0,248.0,159.0,1015.0,T3,T13,2.0
3024.0,350.0,11.0,108.0,18.0,3510.0,200.0,221.0,160.0,830.0,T3,T22,1.0
3312.0,186.0,15.0,819.0,155.0,981.0,221.0,250.0,158.0,1471.0,T3,T40,2.0
2653.0,170.0,11.0,30.0,1.0,2039.0,228.0,245.0,148.0,2419.0,T3,T17,6.0
2690.0,201.0,12.0,60.0,10.0,1448.0,214.0,251.0,169.0,3630.0,T1,T12,2.0
3187.0,356.0,7.0,0.0,0.0,3545.0,209.0,228.0,157.0,3272.0,T1,T23,1.0
2645.0,53.0,5.0,120.0,2.0,1132.0,223.0,229.0,142.0,5966.0,T1,T12,2.0
2962.0,242.0,12.0,499.0,59.0,5728.0,196.0,250.0,191.0,3636.0,T1,T29,2.0
2712.0,72.0,15.0,339.0,-13.0,979.0,236.0,209.0,100.0,2393.0,T1,T29,2.0
2688.0,87.0,10.0,180.0,64.0,1533.0,235.0,224.0,119.0,1316.0,T3,T11,3.0
2692.0,152.0,30.0,90.0,-19.0,2746.0,241.0,224.0,89.0,1707.0,T3,T13,2.0
3292.0,45.0,7.0,95.0,6.0,5612.0,222.0,225.0,138.0,752.0,T1,T38,1.0
3109.0,49.0,5.0,175.0,29.0,2022.0,222.0,229.0,143.0,2033.0,T1,T29,2.0
2898.0,27.0,3.0,0.0,0.0,3446.0,218.0,232.0,151.0,1465.0,T1,T23,2.0
3246.0,293.0,26.0,319.0,64.0,4183.0,140.0,225.0,221.0,2279.0,T3,T39,7.0
2914.0,155.0,5.0,408.0,46.0,2922.0,226.0,240.0,149.0,2060.0,T1,T29,2.0
2364.0,103.0,16.0,134.0,44.0,371.0,245.0,218.0,97.0,1224.0,T4,T1,6.0
3265.0,67.0,9.0,42.0,-3.0,3755.0,229.0,222.0,125.0,3799.0,T1,T38,7.0
3197.0,208.0,22.0,175.0,39.0,1663.0,198.0,254.0,181.0,4261.0,T2,T22,1.0
2423.0,343.0,20.0,297.0,87.0,847.0,175.0,205.0,166.0,603.0,T4,T10,6.0
3145.0,327.0,18.0,466.0,6.0,2147.0,173.0,217.0,182.0,430.0,T3,T33,1.0
2702.0,104.0,30.0,150.0,70.0,150.0,254.0,187.0,39.0,745.0,T1,T30,5.0
2390.0,316.0,18.0,127.0,30.0,1148.0,169.0,222.0,192.0,731.0,T4,T10,6.0
3001.0,350.0,12.0,362.0,86.0,2851.0,198.0,219.0,160.0,1455.0,T3,T32,2.0
2719.0,67.0,19.0,127.0,62.0,134.0,235.0,198.0,86.0,957.0,T1,T30,5.0
3008.0,28.0,4.0,395.0,-9.0,6291.0,218.0,232.0,150.0,3759.0,T1,T24,1.0
3201.0,10.0,7.0,342.0,26.0,1466.0,213.0,226.0,151.0,2114.0,T2,T23,1.0
2808.0,46.0,14.0,90.0,16.0,4170.0,224.0,209.0,116.0,5378.0,T1,T29,1.0
3188.0,31.0,17.0,124.0,16.0,1804.0,214.0,202.0,119.0,1704.0,T3,T24,1.0
3038.0,339.0,16.0,85.0,12.0,2239.0,184.0,215.0,169.0,1795.0,T3,T32,2.0
3008.0,43.0,22.0,283.0,56.0,4027.0,218.0,186.0,93.0,2295.0,T1,,2.0
3036.0,88.0,6.0,300.0,13.0,2916.0,229.0,230.0,135.0,1342.0,T3,T32,2.0
3125.0,87.0,4.0,319.0,-10.0,4495.0,226.0,233.0,142.0,1747.0,T1,T22,1.0
2730.0,292.0,16.0,240.0,30.0,1437.0,172.0,235.0,203.0,2079.0,T3,T11,5.0
3252.0,224.0,15.0,750.0,176.0,6170.0,200.0,253.0,187.0,2114.0,T1,T29,2.0
3096.0,117.0,17.0,175.0,42.0,569.0,246.0,222.0,99.0,750.0,T3,T24,2.0
2419.0,173.0,23.0,67.0,15.0,1115.0,227.0,244.0,136.0,1132.0,T3,T4,3.0
2363.0,2.0,32.0,242.0,93.0,750.0,158.0,161.0,126.0,636.0,T4,T10,6.0
3027.0,319.0,40.0,361.0,236.0,902.0,90.0,170.0,202.0,1356.0,T3,T33,1.0
3252.0,93.0,20.0,255.0,65.0,883.0,247.0,205.0,78.0,942.0,T3,T39,7.0
3021.0,317.0,22.0,543.0,189.0,547.0,157.0,215.0,196.0,1168.0,T1,T30,2.0
3263.0,351.0,10.0,458.0,40.0,3439.0,202.0,223.0,159.0,2821.0,T3,T32,1.0
2688.0,186.0,9.0,42.0,7.0,2016.0,222.0,247.0,159.0,573.0,T3,T11,2.0
2787.0,336.0,20.0,60.0,21.0,1592.0,170.0,207.0,174.0,1710.0,T3,T13,6.0
3269.0,216.0,21.0,811.0,178.0,3920.0,193.0,254.0,190.0,841.0,T3,T34,2.0
3254.0,200.0,27.0,351.0,78.0,618.0,199.0,251.0,172.0,1057.0,T1,T22,1.0
3348.0,303.0,31.0,485.0,134.0,716.0,121.0,208.0,220.0,1048.0,T2,T33,1.0
2793.0,354.0,24.0,402.0,177.0,1259.0,172.0,191.0,151.0,666.0,T3,T33,2.0
2800.0,61.0,8.0,0.0,0.0,1974.0,227.0,223.0,129.0,1537.0,T3,T33,2.0
2736.0,29.0,17.0,499.0,74.0,551.0,211.0,200.0,120.0,1075.0,T3,T11,2.0
3098.0,16.0,3.0,480.0,97.0,2074.0,217.0,232.0,153.0,2678.0,T3,T32,1.0
2866.0,358.0,17.0,474.0,88.0,2486.0,193.0,207.0,150.0,1584.0,T3,T33,2.0
3056.0,104.0,9.0,433.0,-6.0,255.0,235.0,229.0,126.0,1471.0,T3,T23,2.0
3064.0,352.0,27.0,450.0,289.0,918.0,162.0,182.0,151.0,1410.0,T3,T33,1.0
3014.0,131.0,10.0,255.0,62.0,955.0,237.0,235.0,128.0,1084.0,T3,T32,1.0
3345.0,300.0,24.0,228.0,63.0,,146.0,222.0,213.0,2461.0,T3,T33,1.0
3159.0,91.0,16.0,242.0,80.0,1260.0,243.0,214.0,97.0,1703.0,T3,T13,2.0
2783.0,117.0,22.0,85.0,32.0,2133.0,251.0,214.0,80.0,849.0,T3,T13,2.0
3137.0,311.0,15.0,342.0,13.0,3798.0,178.0,228.0,190.0,1503.0,T3,T22,1.0
2918.0,11.0,12.0,362.0,63.0,3608.0,207.0,214.0,144.0,5292.0,T1,T29,2.0
3386.0,337.0,18.0,469.0,94.0,2548.0,179.0,213.0,172.0,1176.0,T3,T32,1.0
3200.0,90.0,5.0,134.0,9.0,5531.0,227.0,232.0,139.0,3137.0,T1,T23,2.0
2952.0,55.0,6.0,108.0,16.0,5159.0,224.0,227.0,139.0,2942.0,T1,T16,1.0
2593.0,209.0,26.0,162.0,65.0,1026.0,192.0,253.0,185.0,1291.0,T3,T4,3.0
3080.0,9.0,13.0,655.0,158.0,4476.0,205.0,213.0,144.0,3644.0,T1,T29,1.0
2705.0,123.0,12.0,390.0,81.0,1230.0,240.0,231.0,120.0,577.0,T1,T29,2.0
2410.0,208.0,7.0,451.0,66.0,911.0,215.0,247.0,167.0,1315.0,T4,T6,3.0
3163.0,45.0,9.0,67.0,4.0,2012.0,223.0,220.0,131.0,2118.0,T1,T29,1.0
2638.0,18.0,14.0,218.0,9.0,3295.0,208.0,209.0,135.0,2898.0,T3,T11,1.0
3001.0,64.0,10.0,268.0,52.0,4273.0,230.0,219.0,122.0,5120.0,T1,T29,2.0
2947.0,323.0,12.0,85.0,15.0,3062.0,190.0,228.0,177.0,1226.0,T3,T31,2.0
3299.0,141.0,16.0,323.0,66.0,1844.0,242.0,234.0,116.0,1621.0,T1,T29,7.0
2374.0,42.0,13.0,95.0,15.0,1226.0,222.0,212.0,123.0,661.0,T4,T6,3.0
2644.0,204.0,22.0,210.0,-9.0,408.0,202.0,253.0,176.0,636.0,T3,T3,2.0
3152.0,319.0,16.0,391.0,59.0,2836.0,176.0,224.0,187.0,3530.0,T1,T20,1.0
2932.0,16.0,20.0,85.0,19.0,2016.0,200.0,195.0,,2136.0,T1,T29,2.0
3033.0,283.0,12.0,324.0,132.0,2609.0,186.0,240.0,194.0,1577.0,T3,T33,2.0
2645.0,40.0,20.0,228.0,21.0,1740.0,218.0,193.0,103.0,2124.0,T3,T11,2.0
2308.0,112.0,24.0,216.0,57.0,283.0,253.0,206.0,66.0,900.0,T4,T3,3.0
3221.0,21.0,10.0,459.0,73.0,5596.0,214.0,219.0,141.0,2519.0,T1,T29,2.0
2724.0,95.0,19.0,67.0,14.0,1736.0,246.0,209.0,84.0,3430.0,T1,T12,2.0
2629.0,209.0,9.0,124.0,-10.0,1129.0,214.0,248.0,170.0,842.0,T3,T2,3.0
2539.0,11.0,8.0,30.0,2.0,1168.0,211.0,223.0,148.0,2244.0,T3,T11,6.0
2727.0,83.0,12.0,0.0,0.0,1722.0,237.0,219.0,112.0,1584.0,T1,T12,1.0
3053.0,45.0,4.0,240.0,8.0,3290.0,221.0,231.0,146.0,1542.0,T1,T29,2.0
2996.0,88.0,7.0,480.0,18.0,4380.0,231.0,229.0,131.0,4799.0,T1,T12,2.0
3025.0,341.0,17.0,361.0,20.0,295.0,181.0,212.0,168.0,1273.0,T3,T24,2.0
3358.0,74.0,15.0,664.0,76.0,2315.0,237.0,209.0,99.0,2133.0,T1,T38,1.0
3105.0,50.0,24.0,255.0,27.0,4761.0,222.0,179.0,77.0,3166.0,T1,T29,1.0
3057.0,323.0,20.0,192.0,50.0,1113.0,166.0,215.0,187.0,1413.0,T3,T32,2.0
2817.0,39.0,3.0,371.0,7.0,2142.0,220.0,232.0,149.0,2139.0,T1,T12,2.0
2908.0,52.0,12.0,446.0,31.0,525.0,226.0,215.0,121.0,1655.0,T1,T29,2.0
3261.0,141.0,9.0,323.0,-12.0,940.0,234.0,238.0,135.0,3118.0,T2,T23,2.0
2718.0,88.0,6.0,90.0,5.0,2100.0,229.0,230.0,135.0,1357.0,T1,T12,2.0
2831.0,60.0,8.0,60.0,10.0,5411.0,227.0,223.0,131.0,4597.0,T1,T29,1.0
3247.0,69.0,16.0,95.0,27.0,5952.0,235.0,207.0,99.0,573.0,T1,T22,1.0
3247.0,84.0,15.0,90.0,18.0,579.0,240.0,214.0,101.0,1060.0,T2,T24,2.0
2689.0,92.0,16.0,309.0,19.0,1243.0,244.0,213.0,93.0,1690.0,T1,T23,2.0
3139.0,268.0,18.0,660.0,228.0,5791.0,170.0,244.0,211.0,1426.0,T1,T29,2.0
2865.0,52.0,8.0,218.0,19.0,3156.0,225.0,223.0,132.0,2565.0,T1,T23,1.0
2852.0,336.0,13.0,192.0,40.0,2312.0,190.0,222.0,170.0,2133.0,T1,T29,1.0
2979.0,232.0,8.0,67.0,3.0,1465.0,208.0,247.0,177.0,726.0,T3,T32,2.0
2959.0,76.0,4.0,124.0,-2.0,1201.0,225.0,232.0,143.0,2219.0,T1,T23,2.0
2918.0,72.0,12.0,201.0,14.0,4452.0,233.0,217.0,115.0,3989.0,T1,T30,1.0
2985.0,45.0,1.0,437.0,66.0,4802.0,219.0,236.0,154.0,6267.0,T1,T12,2.0
3041.0,173.0,4.0,900.0,132.0,5865.0,222.0,241.0,155.0,3524.0,T1,T20,2.0
2594.0,25.0,23.0,180.0,46.0,319.0,201.0,184.0,110.0,1382.0,T3,T10,6.0
3017.0,42.0,24.0,124.0,55.0,234.0,216.0,181.0,89.0,1533.0,T3,T31,2.0
2967.0,47.0,16.0,553.0,5.0,882.0,224.0,204.0,110.0,631.0,T3,T31,2.0
2985.0,138.0,17.0,467.0,13.0,6312.0,244.0,232.0,111.0,3015.0,T1,T30,2.0
3195.0,65.0,4.0,212.0,0.0,2536.0,223.0,231.0,143.0,1031.0,T1,T23,1.0
2591.0,5.0,21.0,67.0,15.0,1381.0,187.0,193.0,138.0,1888.0,T3,T10,2.0
3114.0,302.0,16.0,42.0,-12.0,2542.0,175.0,232.0,196.0,700.0,T3,T32,2.0
3282.0,155.0,4.0,543.0,191.0,3759.0,224.0,240.0,150.0,408.0,T3,T34,2.0
3255.0,215.0,21.0,850.0,164.0,3955.0,194.0,254.0,188.0,900.0,T3,T33,2.0
2997.0,299.0,12.0,420.0,82.0,2802.0,187.0,236.0,189.0,1605.0,T3,T32,2.0
2886.0,249.0,,108.0,33.0,3273.0,170.0,250.0,214.0,1852.0,T3,T4,2.0
3244.0,312.0,20.0,170.0,46.0,4395.0,163.0,221.0,197.0,2431.0,T3,T32,1.0
3016.0,195.0,11.0,365.0,-4.0,1307.0,218.0,249.0,164.0,1371.0,T3,T32,2.0
2284.0,62.0,,30.0,23.0,1025.0,229.0,165.0,47.0,1159.0,T4,T10,6.0
2757.0,95.0,8.0,90.0,9.0,1677.0,233.0,229.0,128.0,1704.0,T1,T12,1.0
2355.0,150.0,32.0,170.0,99.0,1455.0,241.0,219.0,79.0,467.0,T4,T3,3.0
3268.0,109.0,16.0,351.0,41.0,1537.0,245.0,221.0,99.0,2649.0,T1,T29,1.0
3057.0,4.0,7.0,30.0,3.0,3627.0,211.0,227.0,153.0,534.0,T3,T23,1.0
2436.0,288.0,18.0,350.0,14.0,960.0,166.0,236.0,209.0,124.0,T4,T10,6.0
2938.0,29.0,13.0,30.0,0.0,2293.0,215.0,211.0,130.0,1973.0,T3,T32,2.0
2796.0,189.0,21.0,384.0,60.0,1240.0,215.0,250.0,159.0,664.0,T3,T13,2.0
3018.0,12.0,18.0,789.0,149.0,2475.0,199.0,200.0,134.0,1620.0,T3,T24,2.0
2693.0,353.0,17.0,216.0,90.0,1514.0,190.0,209.0,156.0,1113.0,T3,T33,2.0
2942.0,86.0,9.0,42.0,3.0,511.0,234.0,225.0,122.0,2289.0,T3,T32,2.0
2868.0,25.0,18.0,201.0,-24.0,408.0,208.0,199.0,123.0,607.0,T3,T31,2.0
3183.0,64.0,6.0,134.0,6.0,5367.0,226.0,228.0,136.0,3007.0,T1,T23,2.0
2666.0,356.0,10.0,42.0,1.0,2430.0,204.0,222.0,156.0,808.0,T3,T33,2.0
3130.0,186.0,19.0,488.0,119.0,1956.0,219.0,250.0,156.0,2032.0,T3,T33,1.0
3379.0,304.0,24.0,242.0,67.0,2410.0,147.0,219.0,210.0,2282.0,T3,T33,1.0
3391.0,20.0,25.0,342.0,33.0,1167.0,193.0,178.0,111.0,1682.0,T2,T40,1.0
2879.0,144.0,16.0,247.0,128.0,2011.0,241.0,235.0,119.0,792.0,T3,T13,5.0
2691.0,56.0,18.0,228.0,74.0,2402.0,229.0,200.0,98.0,878.0,T3,T2,2.0
2486.0,103.0,6.0,0.0,0.0,1332.0,231.0,232.0,134.0,1415.0,T3,T17,6.0
3011.0,117.0,22.0,90.0,-17.0,570.0,251.0,214.0,79.0,1397.0,T1,T29,1.0
2356.0,27.0,23.0,201.0,2.0,924.0,204.0,184.0,107.0,930.0,T4,T10,6.0
2781.0,5.0,12.0,234.0,39.0,3038.0,205.0,217.0,149.0,5124.0,T1,T12,2.0
2969.0,141.0,10.0,60.0,0.0,2642.0,236.0,237.0,131.0,1691.0,T3,T22,1.0
2962.0,45.0,6.0,192.0,20.0,4543.0,222.0,227.0,140.0,3524.0,T1,T29,1.0
2998.0,32.0,9.0,240.0,16.0,4853.0,218.0,221.0,139.0,5152.0,T1,T29,2.0
2880.0,190.0,18.0,42.0,12.0,3392.0,218.0,251.0,161.0,2024.0,T3,T32,2.0
2954.0,180.0,3.0,277.0,52.0,3331.0,221.0,241.0,156.0,1825.0,T1,T29,2.0
2374.0,131.0,20.0,379.0,177.0,708.0,248.0,224.0,95.0,1639.0,T4,T6,4.0
3062.0,315.0,3.0,376.0,73.0,2543.0,210.0,236.0,164.0,2039.0,T3,T32,2.0
2260.0,292.0,13.0,134.0,53.0,1537.0,183.0,237.0,194.0,351.0,T4,T10,6.0
2953.0,251.0,24.0,270.0,100.0,3122.0,160.0,248.0,221.0,1677.0,T3,T4,2.0
2239.0,345.0,21.0,295.0,85.0,451.0,174.0,203.0,164.0,331.0,T4,T10,2.0
2627.0,326.0,10.0,360.0,76.0,1602.0,195.0,229.0,173.0,1747.0,T3,T2,2.0
2930.0,344.0,15.0,153.0,4.0,1771.0,189.0,216.0,165.0,1482.0,T3,T23,2.0
2676.0,110.0,6.0,175.0,-3.0,618.0,230.0,234.0,138.0,1176.0,T1,T12,2.0
3041.0,63.0,4.0,283.0,33.0,2555.0,224.0,231.0,143.0,908.0,T1,T23,1.0
2286.0,285.0,22.0,234.0,119.0,1328.0,153.0,233.0,218.0,808.0,T4,T10,6.0
2591.0,6.0,13.0,0.0,0.0,1008.0,204.0,215.0,147.0,2271.0,T1,T16,2.0
3251.0,146.0,10.0,30.0,-3.0,3046.0,234.0,239.0,135.0,541.0,T1,T23,1.0
3119.0,340.0,21.0,366.0,112.0,2524.0,171.0,205.0,170.0,2476.0,T3,T24,1.0
3278.0,6.0,9.0,379.0,55.0,3515.0,210.0,223.0,151.0,2890.0,T3,T32,2.0
3174.0,63.0,2.0,0.0,0.0,4218.0,221.0,234.0,150.0,679.0,T3,T23,1.0
3359.0,15.0,21.0,430.0,120.0,3277.0,197.0,192.0,126.0,2140.0,T3,T39,7.0
2940.0,265.0,27.0,450.0,306.0,1591.0,140.0,239.0,231.0,1572.0,T3,T33,2.0
2305.0,284.0,19.0,268.0,138.0,1353.0,163.0,237.0,212.0,845.0,T4,T10,6.0
2990.0,74.0,16.0,95.0,-10.0,3874.0,237.0,207.0,95.0,1343.0,T1,T29,2.0
3008.0,51.0,9.0,484.0,89.0,4956.0,225.0,221.0,129.0,6026.0,T1,T12,2.0
2864.0,302.0,3.0,124.0,14.0,3269.0,211.0,238.0,165.0,3132.0,T1,T12,2.0
2562.0,97.0,12.0,85.0,11.0,871.0,239.0,223.0,112.0,1489.0,T3,T2,2.0
3329.0,57.0,11.0,323.0,50.0,3399.0,228.0,217.0,121.0,2347.0,T1,T40,1.0
3048.0,123.0,27.0,30.0,-2.0,677.0,253.0,208.0,63.0,819.0,T1,T29,1.0
3254.0,260.0,7.0,696.0,144.0,1536.0,203.0,244.0,179.0,2544.0,T3,T31,1.0
3053.0,118.0,12.0,841.0,36.0,1224.0,241.0,229.0,116.0,684.0,T3,T32,2.0
2797.0,14.0,20.0,162.0,49.0,2195.0,197.0,195.0,129.0,1040.0,T3,T33,2.0
3255.0,310.0,4.0,658.0,124.0,1797.0,209.0,237.0,166.0,2305.0,T3,T31,1.0
2705.0,15.0,10.0,324.0,-2.0,865.0,211.0,219.0,144.0,2154.0,T1,T29,2.0
