,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
6546,2789,347,8,95,17,2930,204,227,161,6142,T1,T29
6547,2237,323,24,67,21,1524,152,208,191,331,T4,T10
6548,2753,323,14,42,9,644,183,224,181,2190,T1,T24
6549,2873,8,18,108,2,537,197,203,139,361,T3,T31
6550,3280,45,12,256,61,2970,223,214,124,2359,T1,T29
6551,2996,39,12,1024,198,2807,220,213,126,854,T3,T31
6552,2498,179,10,124,9,1057,224,246,154,981,T3,T4
6553,2332,302,17,228,7,150,169,229,200,750,T4,T10
6554,2223,319,26,297,146,730,144,206,197,430,T4,T10
6555,3211,358,7,201,20,3463,209,227,156,3573,T1,T23
6556,3198,9,7,497,44,1211,212,225,151,2449,T2,T23
6557,3141,167,10,537,67,331,229,244,146,1842,T3,T23
6558,2763,8,10,484,-24,713,208,219,148,853,T3,T11
6559,2698,56,15,350,-22,752,229,207,107,201,T3,T10
6560,3195,27,1,446,20,4094,218,236,155,2922,T1,T19
6561,2787,69,8,457,-8,1744,229,224,128,2763,T1,T12
6562,2704,63,10,30,-1,2010,229,220,123,1253,T1,T12
6563,3041,64,8,134,14,6557,228,224,129,3383,T1,T29
6564,2863,93,4,234,-1,1062,226,233,142,2591,T3,T32
6565,2712,141,7,162,9,1289,230,238,141,708,T3,T11
6566,2799,110,13,212,49,1891,242,225,109,726,T3,T31
6567,2744,320,7,510,120,1451,201,233,171,663,T1,T23
6568,2695,323,14,85,19,1233,185,225,180,1872,T1,T30
6569,3199,174,9,604,115,408,226,245,152,2167,T3,T23
6570,3377,169,11,693,171,1405,228,245,147,1831,T3,T32
6571,2800,309,39,283,125,1911,89,183,218,1296,T3,T13
6572,3238,144,13,459,82,1273,238,237,127,1890,T1,T29
6573,2985,75,11,218,0,2643,233,220,117,1500,T1,T29
6574,3129,82,5,150,20,2751,227,231,138,3516,T1,T30
6575,2664,113,14,95,-15,1237,243,225,108,2101,T1,T29
6576,2927,87,25,607,156,684,247,189,55,1536,T1,T30
6577,3817,352,13,933,371,4901,196,217,158,2980,T3,T40
6578,2981,297,17,579,7,2030,171,232,201,1124,T3,T23
6579,2019,55,24,190,50,270,227,182,76,319,T4,T6
6580,3286,74,15,268,57,509,237,209,99,836,T2,T24
6581,3193,121,1,418,17,4723,221,237,152,2249,T1,T29
6582,3077,279,10,566,161,3235,192,242,189,2080,T3,T31
6583,2908,162,13,323,95,2040,232,243,140,1159,T3,T32
6584,2979,118,10,408,77,1772,238,231,123,2912,T3,T32
6585,2947,59,6,391,-12,1092,224,228,139,2101,T1,T23
6586,3188,135,2,242,-18,752,223,238,151,2295,T3,T23
6587,2929,96,9,0,0,4602,234,228,125,3686,T1,T23
6588,2610,78,13,95,15,2081,236,216,109,2173,T3,T10
6589,3059,80,19,600,227,618,242,202,83,990,T1,T30
6590,3272,79,9,212,27,918,232,224,124,812,T2,T32
6591,2879,115,8,0,0,927,234,233,130,2346,T3,T17
6592,3136,9,12,300,-38,1266,206,215,146,1260,T1,T29
6593,2897,28,13,108,-1,1392,215,212,131,1572,T1,T29
6594,2827,0,9,480,63,1914,207,223,154,1074,T3,T11
6595,2823,9,21,120,35,2507,191,192,133,1616,T1,T29
6596,3156,234,11,30,-6,2892,201,250,185,424,T3,T32
6597,2311,177,20,42,13,1260,226,247,144,911,T4,T3
6598,3379,321,9,390,84,1224,196,231,175,3013,T3,T32
6599,2973,31,13,216,41,3086,216,212,129,1015,T3,T31
6600,3223,346,19,85,28,1683,181,207,163,2831,T1,T29
6601,3174,174,7,150,25,4826,225,244,153,1348,T1,T30
6602,3057,71,19,95,23,4307,238,199,85,2773,T1,T29
6603,2813,87,9,342,3,1888,233,226,125,2285,T1,T12
6604,3236,211,3,342,38,666,217,242,161,1328,T2,T24
6605,3080,65,9,67,0,3000,229,222,126,5664,T1,T29
6606,2988,175,15,240,9,1734,227,247,148,1233,T1,T23
6607,3046,47,11,108,-24,1489,224,215,124,841,T1,T23
6608,3018,114,8,360,51,1316,233,233,131,2006,T3,T19
6609,3009,80,22,330,-32,594,243,196,73,977,T1,T29
6610,3176,55,16,577,81,5622,228,205,106,1454,T1,T29
6611,3206,29,6,150,9,5688,218,227,145,828,T1,T22
6612,2830,63,6,470,-4,949,226,227,135,2376,T1,T29
6613,2902,328,18,297,53,2621,173,215,181,2305,T1,T29
6614,3137,166,8,95,9,2456,227,243,149,469,T3,T23
6615,3355,198,14,503,149,2002,215,251,168,1283,T3,T32
6616,3236,75,8,210,20,633,230,225,127,1875,T1,T23
6617,3191,140,20,30,-15,2532,245,229,103,2823,T1,T29
6618,3200,63,31,319,62,1550,230,162,42,2614,T3,T33
6619,3102,107,22,330,7,2931,251,208,74,1055,T3,T33
6620,2561,206,16,150,22,1291,208,253,175,2006,T3,T4
6621,3306,64,12,162,-13,3085,231,215,114,1868,T3,T38
6622,3155,341,9,677,74,1531,201,226,165,2681,T3,T32
6623,3132,91,9,382,85,4759,235,226,122,1816,T1,T29
6624,2968,78,28,170,36,2037,242,178,47,3020,T3,T33
6625,3144,62,30,240,91,1500,229,165,48,2594,T3,T33
6626,3252,339,15,339,86,780,187,218,169,1931,T2,T33
6627,2918,99,7,150,3,4420,233,230,130,2932,T1,T23
6628,2991,81,6,451,72,4842,228,230,136,6119,T1,T12
6629,3000,255,15,426,54,1159,186,248,200,379,T3,T13
6630,2721,115,4,540,104,1065,227,236,144,799,T1,T12
6631,3091,42,14,524,32,750,222,209,120,1136,T3,T32
6632,2776,106,4,228,17,1959,227,234,142,966,T1,T12
6633,3207,90,15,124,5,2652,242,214,98,1611,T3,T31
6634,3021,21,7,395,37,4191,216,226,147,1478,T1,T23
6635,3201,188,27,256,77,2791,211,248,153,1003,T3,T33
6636,3169,99,13,492,39,509,241,221,108,5773,T2,T23
6637,2977,77,9,90,11,4705,232,223,122,3154,T1,T29
6638,3149,144,6,108,7,3231,229,239,143,4368,T1,T29
6639,2441,109,11,150,43,543,240,227,116,1445,T4,T6
6640,2954,195,9,242,8,1839,219,248,163,2006,T3,T32
6641,2772,45,24,0,0,1392,218,180,84,1786,T3,T24
6642,2934,73,10,0,0,2452,232,221,121,1832,T3,T22
6643,2715,22,7,384,26,1864,216,225,146,5997,T1,T12
6644,2679,88,23,90,-10,2764,247,196,66,1136,T3,T10
6645,3507,81,14,335,62,2546,238,214,104,932,T3,T40
6646,2994,357,17,825,196,2947,192,208,152,962,T3,T10
6647,3124,314,14,120,-1,2313,183,229,186,830,T3,T23
6648,3295,294,17,42,5,3506,169,234,203,1624,T1,T29
6649,3196,256,9,418,49,2513,200,246,184,323,T3,T23
6650,3211,51,9,443,10,3968,225,220,128,3055,T1,T23
6651,2962,327,5,150,17,4654,208,234,165,5891,T1,T12
6652,3193,32,12,60,2,1075,217,213,129,2472,T1,T23
6653,2421,150,20,306,78,600,242,234,112,685,T4,T3
6654,3160,324,16,180,60,1680,178,221,182,2218,T3,T33
6655,2900,261,11,0,0,2542,194,246,191,767,T3,T21
6656,3230,60,5,240,17,6157,224,229,140,849,T1,T22
6657,2799,166,20,0,0,2486,232,242,132,1060,T3,T13
6658,2755,147,14,247,67,1770,238,238,126,1034,T1,T30
6659,3231,45,9,90,-3,3029,223,220,131,2765,T3,T39
6660,2622,229,17,300,92,811,191,253,196,1423,T3,T2
6661,3024,259,16,552,167,2941,179,247,206,579,T3,T32
6662,3054,11,14,30,7,3141,205,212,142,5895,T1,T29
6663,3150,110,19,150,11,1829,249,215,86,2030,T3,T33
6664,2991,309,15,67,15,1315,178,229,191,313,T3,T32
6665,3184,346,14,277,65,1315,192,217,162,426,T3,T24
6666,2901,54,6,0,0,5713,224,226,137,1104,T1,T23
6667,3176,117,11,0,0,3038,238,230,121,1100,T3,T23
6668,3113,270,11,234,44,1409,190,244,193,1082,T3,T32
6669,2530,108,5,134,0,607,228,234,141,418,T1,T23
6670,3272,108,14,510,65,1543,244,222,104,2826,T3,T32
6671,2993,23,4,95,-9,2670,218,231,151,2281,T3,T23
6672,2701,351,11,0,0,2965,199,221,159,1910,T1,T29
6673,2900,61,5,371,33,4080,224,229,141,6429,T1,T20
6674,3107,14,9,0,0,2940,212,222,147,2151,T3,T23
6675,3239,85,9,636,91,5959,233,225,124,1570,T1,T29
6676,3275,83,8,60,7,4123,231,227,128,875,T1,T38
6677,3034,348,7,691,69,5615,207,229,160,5783,T1,T12
6678,2631,310,11,42,10,2100,191,233,182,2321,T3,T10
6679,2802,27,9,0,0,2573,217,221,140,2674,T1,T23
6680,2958,78,7,335,4,4980,229,228,132,2400,T1,T23
6681,1940,48,27,201,89,190,219,172,71,730,T4,T1
6682,3210,293,20,90,15,2958,161,232,209,2419,T1,T29
6683,3081,115,13,540,26,492,243,226,110,1116,T3,T32
6684,3208,203,9,190,9,2724,216,248,167,853,T1,T22
6685,2538,110,15,180,2,685,244,223,104,459,T1,T23
6686,2959,109,10,162,37,4522,238,229,121,1920,T1,T29
6687,2909,138,18,201,36,5258,244,231,108,4178,T1,T29
6688,3021,235,8,601,111,1911,207,247,178,2310,T3,T32
6689,3080,99,6,85,7,2479,230,232,136,1967,T3,T32
6690,3283,54,15,459,104,4084,228,207,109,2881,T1,T29
6691,3196,53,2,541,-24,5362,221,234,150,2067,T1,T19
6692,3004,65,12,67,-8,2670,231,216,116,2232,T3,T23
6693,3329,144,7,0,0,1448,230,239,142,3450,T2,T38
6694,3136,75,19,335,79,4055,239,201,84,2774,T1,T30
6695,2897,138,14,234,52,2200,241,234,119,750,T3,T32
6696,2539,138,6,30,-5,600,229,238,143,1120,T1,T9
6697,3134,299,9,124,15,2241,196,237,181,2138,T3,T32
6698,3308,94,23,503,146,1650,249,199,65,2802,T1,T39
6699,2519,314,24,0,0,1110,148,212,201,1703,T3,T10
6700,2160,67,38,162,87,255,227,139,10,551,T4,T1
6701,2837,359,10,201,29,2255,205,221,154,2845,T1,T12
6702,2922,98,13,201,6,3865,240,222,110,6081,T1,T29
6703,3245,26,10,616,84,2644,215,218,138,3429,T3,T31
6704,2692,267,36,120,58,1214,108,228,244,1328,T3,T13
6705,3286,219,23,330,18,3163,187,254,194,525,T3,T33
6706,2783,198,21,255,72,626,208,253,170,2079,T3,T4
6707,3112,270,8,300,-24,2589,200,243,182,577,T3,T23
6708,3255,4,4,540,160,5200,215,232,155,1888,T1,T29
6709,2751,14,4,153,18,2742,216,231,153,5239,T1,T12
6710,2741,224,19,134,37,765,192,254,194,2084,T3,T4
6711,2745,342,15,42,10,2812,187,216,166,2643,T1,T29
6712,3540,108,34,450,147,2423,254,178,22,3596,T1,T40
6713,2754,211,7,85,3,1839,215,247,168,1073,T1,T12
6714,2969,42,11,170,18,402,222,216,128,1549,T3,T32
6715,2196,293,23,60,24,1146,148,227,216,518,T4,T10
6716,3173,151,23,283,82,5135,241,233,108,1615,T1,T29
6717,3509,265,8,417,62,1337,200,244,182,1797,T2,T40
6718,2767,357,9,30,3,738,206,224,156,2484,T3,T13
6719,2684,5,12,0,0,1338,205,217,149,1853,T3,T33
6720,3190,217,14,365,80,1463,205,252,181,2440,T3,T33
6721,3179,82,12,319,88,691,237,219,111,655,T3,T31
6722,2608,340,22,30,11,1370,168,202,169,912,T3,T24
6723,2897,213,25,90,32,540,189,254,189,1537,T3,T13
6724,2718,238,25,234,118,2922,166,252,215,1396,T3,T4
6725,3217,105,25,234,48,1357,253,199,59,1328,T1,T30
6726,3129,151,12,30,0,3611,236,240,132,4896,T1,T29
6727,3047,45,17,234,29,4371,222,201,107,2868,T1,T29
6728,2966,139,13,85,8,3967,239,236,124,1205,T1,T30
6729,2758,121,10,30,-2,3082,237,232,126,2315,T1,T20
6730,2885,275,21,285,124,1895,160,240,217,1489,T3,T13
6731,2847,323,24,618,92,1103,153,208,190,1230,T3,T28
6732,2952,265,13,524,88,1622,188,246,196,1243,T3,T31
6733,3237,72,8,509,16,3797,229,226,130,3063,T1,T23
6734,3330,348,19,591,95,3181,180,204,160,3473,T3,T31
6735,2990,177,10,319,14,5081,225,246,153,1489,T1,T30
6736,3227,63,2,0,0,3307,221,234,150,2048,T1,T38
6737,2928,156,16,228,81,1697,236,240,129,2477,T3,T13
6738,3248,7,6,404,153,5085,213,228,153,1890,T1,T29
6739,2588,310,4,85,-6,295,209,237,166,6038,T1,T29
6740,3273,164,12,127,9,3426,231,244,142,706,T3,T33
6741,3206,314,13,457,111,5150,185,230,185,2046,T1,T22
6742,2988,108,12,108,17,4094,240,226,115,1136,T1,T30
6743,3101,142,13,525,117,390,239,236,124,1605,T3,T33
6744,2818,89,10,426,30,997,235,224,120,1410,T3,T11
6745,2646,90,23,30,13,984,248,196,64,1249,T3,T33
6746,2775,102,18,85,12,2866,247,214,89,6323,T1,T12
6747,2945,45,15,390,90,553,223,206,113,828,T3,T32
6748,2579,206,35,170,80,1560,177,246,180,365,T3,T4
6749,2135,306,27,30,21,531,137,214,212,430,T4,T10
6750,3032,22,19,242,72,2405,205,197,123,1315,T3,T24
6751,2945,100,14,190,13,5627,243,219,102,4239,T1,T29
6752,2414,301,27,216,124,258,135,217,217,1617,T4,T10
6753,3219,318,20,511,83,4189,163,218,192,819,T3,T24
6754,2686,36,18,192,49,1008,216,199,112,3027,T1,T12
6755,2743,212,28,124,42,2635,183,252,190,969,T3,T4
6756,2832,139,15,218,53,751,241,234,118,2932,T3,T11
6757,2887,309,36,190,97,810,103,192,216,1215,T3,T33
6758,2962,153,7,319,49,5408,229,241,144,3660,T1,T29
6759,3181,235,4,402,54,5947,213,243,167,2823,T1,T19
6760,3170,180,9,210,33,2113,224,246,155,771,T3,T32
6761,3306,84,12,190,-7,1994,237,220,113,1140,T3,T39
6762,3183,274,12,234,-30,3260,187,243,195,1266,T1,T29
6763,2668,99,7,30,0,1668,233,230,130,5421,T1,T29
6764,2945,113,8,426,13,4696,234,232,129,3257,T1,T23
6765,3130,24,38,420,134,480,172,132,70,1989,T1,T30
6766,3160,90,6,430,27,5481,229,231,136,1694,T1,T29
6767,2106,178,28,60,25,540,219,242,136,577,T4,T6
6768,2983,146,2,400,46,3937,221,238,153,2373,T1,T29
6769,3031,79,10,153,32,5125,233,223,121,3292,T1,T29
6770,2906,233,7,256,7,5409,208,247,175,5575,T1,T23
6771,2981,130,7,272,36,4076,233,236,136,1861,T1,T23
6772,3016,188,19,127,20,630,218,250,159,1423,T3,T33
6773,3055,153,2,553,12,1691,222,239,153,2568,T1,T29
6774,2308,122,15,301,46,67,244,227,107,212,T4,T11
6775,2404,86,3,234,-9,601,224,234,145,904,T3,T2
6776,3047,119,6,391,85,2731,230,235,138,6613,T1,T29
6777,2565,145,13,30,6,992,238,237,127,1630,T3,T2
6778,3279,86,6,30,0,1189,229,230,134,2268,T1,T38
6779,2700,103,10,60,-19,1641,237,227,120,1463,T1,T12
6780,2932,6,17,201,45,2329,196,204,142,2054,T3,T33
6781,3182,36,14,30,-3,1986,218,207,122,2161,T1,T29
6782,3116,83,17,408,23,3466,241,209,93,4708,T1,T29
6783,3268,323,5,598,50,612,208,235,166,1495,T2,T23
6784,3157,169,13,150,19,2052,230,245,144,2694,T1,T29
6785,2939,240,9,283,30,5696,203,248,182,3257,T1,T29
6786,2836,102,17,90,23,3009,246,215,91,2124,T3,T24
6787,2897,78,22,170,40,4277,242,195,73,3423,T1,T29
6788,2981,31,10,255,33,4115,218,218,135,1961,T1,T23
6789,3345,129,14,841,229,2791,242,231,116,2475,T3,T39
6790,2393,51,20,42,9,642,225,191,91,624,T3,T10
6791,2852,117,5,330,58,2177,229,235,139,1608,T1,T12
6792,3188,31,4,677,95,3069,219,230,148,3463,T1,T30
6793,2799,72,8,0,0,664,229,226,130,175,T1,T30
6794,2676,49,4,175,9,228,222,230,144,1064,T3,T11
6795,3245,220,4,242,18,4235,215,243,165,2321,T1,T38
6796,2748,73,16,201,52,1873,237,209,99,1206,T3,T10
6797,3000,286,4,779,114,1333,208,239,170,2017,T3,T32
6798,3007,345,24,384,57,2953,166,195,162,534,T3,T33
6799,3228,34,7,162,-11,5966,219,225,142,553,T1,T23
6800,2747,293,5,30,-2,2016,205,239,173,2828,T1,T20
6801,2664,62,17,582,21,3012,232,202,97,2778,T3,T10
6802,2913,149,1,192,-2,4056,221,238,154,6428,T1,T20
6803,2267,327,20,301,192,1438,167,213,184,969,T4,T10
6804,3138,0,24,170,19,513,177,187,141,1978,T2,T22
6805,3174,19,17,510,114,1477,205,202,129,2324,T3,T32
6806,2787,111,8,335,14,2070,234,231,129,2397,T1,T12
6807,2410,150,20,201,40,1140,241,235,114,1611,T3,T2
6808,3011,158,12,700,44,2925,233,242,138,2391,T3,T26
6809,2131,26,10,218,101,382,215,218,138,365,T4,T10
6810,3176,342,26,297,113,994,156,190,166,1956,T1,T29
6811,3076,33,11,819,155,1261,218,215,132,424,T3,T31
6812,3302,119,14,598,164,930,243,227,109,2259,T1,T29
6813,2478,53,18,150,50,892,227,199,99,582,T4,T10
6814,2187,353,22,60,21,1366,177,196,153,702,T4,T10
6815,2902,184,18,531,70,765,222,249,154,1615,T3,T4
6816,2124,323,26,162,85,458,144,203,193,661,T4,T10
6817,2959,108,3,424,132,4925,225,236,146,5060,T1,T12
6818,3054,178,11,212,28,2037,225,247,152,1572,T3,T32
6819,3034,270,30,270,113,2746,128,233,236,2458,T3,T31
6820,3335,186,17,365,34,3059,220,250,157,1357,T3,T32
6821,2738,219,24,192,72,1448,185,254,196,1441,T3,T4
6822,2875,27,8,0,0,1452,217,222,141,2624,T3,T11
6823,2979,32,20,234,28,295,211,191,109,1343,T3,T24
6824,2818,148,3,134,16,2247,224,239,151,2352,T1,T12
6825,2584,83,4,162,25,1052,225,233,143,1575,T3,T2
6826,3108,198,23,451,-79,1802,206,252,170,3724,T1,T29
6827,3017,254,6,390,31,1187,206,244,176,1677,T3,T32
6828,2281,251,17,108,6,474,180,250,206,446,T4,T1
6829,2999,125,12,543,51,2764,240,232,120,2509,T3,T26
6830,3019,338,3,85,0,4406,214,235,160,1001,T1,T29
6831,3167,123,14,313,51,2377,243,228,111,2925,T3,T33
6832,2366,72,4,30,0,537,224,232,144,1338,T4,T16
6833,3072,107,26,824,260,830,253,198,55,1231,T1,T29
6834,2873,32,6,242,33,3858,219,227,145,6349,T1,T20
6835,2946,156,14,295,24,4710,235,241,133,437,T1,T30
6836,2985,35,19,361,63,4773,214,194,108,3499,T1,T29
6837,3100,22,14,395,30,4585,210,208,132,3035,T1,T29
6838,2587,23,14,60,1,1050,211,209,132,335,T1,T16
6839,3190,293,18,816,-12,1358,167,233,206,1396,T3,T33
6840,2763,352,7,85,5,2099,208,228,158,700,T3,T31
6841,2722,237,5,90,6,2433,211,244,170,4533,T1,T12
6842,2530,98,29,300,136,960,252,185,40,853,T3,T4
6843,2993,273,26,518,284,2585,143,237,228,1006,T3,T13
6844,3189,129,22,150,0,4224,250,221,87,2151,T1,T23
6845,3229,34,15,190,0,1597,216,206,121,2750,T1,T29
6846,2846,193,23,424,145,711,210,251,163,1871,T3,T4
6847,2965,237,10,499,67,5737,203,249,183,5891,T1,T29
6848,2874,2,6,295,58,2377,212,229,154,2114,T1,T12
6849,3209,179,9,42,-2,2758,224,246,154,769,T1,T23
6850,3154,34,10,390,46,1868,219,218,134,3433,T3,T31
6851,3252,137,22,277,129,3075,248,225,94,3183,T1,T29
6852,3157,243,25,598,66,3968,164,250,217,1020,T3,T33
6853,3380,33,27,560,165,2230,203,169,87,1956,T1,T40
6854,2639,24,9,306,11,1158,215,220,141,5541,T1,T29
6855,3284,85,16,335,55,458,242,210,94,713,T2,T24
6856,3031,315,11,120,7,967,192,231,180,1289,T2,T22
6857,3068,165,5,67,0,765,224,241,152,1429,T1,T30
6858,2998,85,5,256,49,4292,228,231,137,5135,T1,T29
6859,3143,323,17,335,19,3816,175,221,184,1516,T3,T22
6860,2998,41,18,391,174,420,219,197,106,832,T1,T29
6861,3216,55,17,685,-7,949,228,201,100,1921,T1,T29
6862,2533,322,29,85,36,828,134,197,196,323,T3,T33
6863,3126,125,6,67,0,4412,230,236,139,1742,T1,T22
6864,2748,84,10,450,-9,2394,234,224,121,5899,T1,T12
6865,3178,39,23,95,24,2438,214,183,94,1490,T3,T24
6866,2725,61,20,150,22,2177,232,194,86,731,T3,T4
6867,2651,212,4,437,123,726,216,244,165,1252,T3,T2
6868,2832,281,21,618,71,2012,157,237,217,1891,T3,T17
6869,3021,265,12,598,-47,1833,190,245,194,2290,T3,T31
6870,3185,207,6,300,53,997,216,246,166,1813,T3,T32
6871,2998,33,11,551,79,5187,218,215,132,5557,T1,T20
6872,3274,37,16,300,109,3482,218,203,117,2106,T3,T39
6873,2240,310,19,120,28,1282,165,224,197,666,T4,T10
6874,3374,230,8,192,25,2021,208,247,176,2248,T3,T32
6875,2801,341,16,120,60,1249,186,215,167,1206,T3,T23
6876,2449,61,10,95,1,997,228,220,124,926,T3,T2
6877,3045,325,13,67,3,1355,188,226,177,2367,T1,T29
6878,2969,315,20,424,151,4855,163,219,195,301,T1,T29
6879,2842,271,12,120,-1,2047,189,244,193,1189,T3,T33
6880,3079,291,18,379,69,1530,166,234,207,1486,T3,T23
6881,2742,59,4,30,-1,1758,223,231,143,2154,T1,T20
6882,3187,326,7,153,1,1343,203,232,168,677,T2,T24
6883,2923,65,11,443,59,2932,230,218,119,2486,T1,T12
6884,3038,5,39,295,165,330,143,136,107,1964,T1,T30
6885,3158,334,15,603,117,912,185,219,173,1276,T3,T32
6886,3398,60,9,569,119,1899,228,221,126,1801,T1,T35
6887,2955,333,21,242,45,3540,166,207,177,1550,T1,T29
6888,3173,259,4,451,-33,560,211,241,169,2028,T3,T23
6889,2936,40,12,474,105,2888,221,213,125,3283,T1,T12
6890,2916,110,5,182,20,5400,228,234,140,4694,T1,T30
6891,3045,31,11,277,5,3290,217,217,134,875,T3,T32
6892,2977,251,14,127,13,2054,189,249,197,1237,T3,T23
6893,2547,22,13,212,29,2408,211,211,134,2411,T3,T11
6894,2965,65,9,424,3,4508,229,222,126,3328,T1,T29
6895,3201,217,14,470,110,3882,205,252,181,875,T3,T34
6896,2955,327,5,247,19,4286,208,234,165,5021,T1,T29
6897,2717,82,9,90,4,2070,233,225,124,1328,T1,T12
6898,2798,43,8,201,19,1902,222,222,136,1566,T1,T29
6899,2438,12,28,120,73,658,180,172,117,1319,T4,T10
6900,2811,42,13,258,11,3300,222,212,123,5234,T1,T12
6901,2949,105,11,153,30,4749,239,226,116,5720,T1,T12
6902,3147,325,8,108,4,3649,201,232,170,1266,T1,T23
6903,2561,201,33,170,130,1860,188,247,172,361,T3,T4
6904,3094,236,11,469,46,1899,201,250,185,808,T3,T32
6905,3307,37,9,85,3,2051,220,220,135,1776,T3,T38
6906,2558,78,19,283,39,313,240,203,85,2415,T1,T29
6907,2951,81,17,618,124,1221,241,208,91,642,T1,T29
6908,3030,257,14,90,1,1516,187,248,199,228,T3,T32
6909,3313,99,9,175,22,1677,235,228,125,3222,T2,T22
6910,2640,243,4,67,14,1560,211,243,170,150,T3,T4
6911,2968,119,32,216,114,6229,254,193,40,4211,T1,T30
6912,2660,118,25,108,-53,190,253,209,68,603,T1,T30
6913,2918,26,17,361,73,576,210,201,123,642,T3,T31
6914,2995,306,6,30,1,787,202,236,174,1340,T2,T23
6915,2662,88,18,272,-7,1131,244,209,88,1707,T1,T30
6916,2697,64,9,335,46,547,229,221,125,1740,T1,T12
6917,2783,146,7,404,53,2805,230,239,142,1900,T3,T11
6918,2933,47,16,295,124,3606,224,202,108,2442,T1,T29
6919,3127,294,3,0,0,4444,211,238,165,3491,T1,T22
6920,3081,318,7,85,8,2297,202,234,171,2151,T3,T20
6921,3354,167,8,30,-3,2671,227,243,149,569,T3,T35
6922,3046,23,7,0,0,3543,216,225,145,594,T3,T23
6923,3154,193,9,67,-4,2058,220,247,162,604,T3,T31
6924,3216,115,15,212,65,1473,245,224,103,2559,T1,T30
6925,3291,299,26,912,200,3765,140,221,217,2282,T3,T31
6926,3424,193,16,576,119,4232,216,251,164,2904,T3,T40
6927,3109,68,11,42,3,2875,232,218,118,3395,T1,T30
6928,2345,114,24,283,148,807,253,208,69,1524,T4,T3
6929,2786,257,13,30,7,2208,188,248,197,858,T3,T31
6930,3248,158,11,242,82,685,232,242,140,2023,T2,T13
6931,2829,328,25,108,37,2022,153,203,186,2717,T1,T29
6932,2887,77,9,60,10,1704,232,224,125,1022,T3,T32
6933,3024,312,21,531,249,779,159,219,198,1380,T3,T33
6934,3159,304,7,210,56,2124,200,236,176,576,T3,T23
6935,3071,321,10,641,34,2245,193,230,176,1084,T3,T31
6936,2914,328,12,85,7,1065,190,226,175,2942,T1,T23
6937,2676,108,31,134,55,2700,254,188,38,6602,T1,T30
6938,2819,354,2,108,1,2505,215,235,157,2518,T1,T12
6939,3083,72,5,454,84,5433,225,231,141,3482,T1,T29
6940,3198,4,15,42,7,4257,200,211,147,437,T3,T32
6941,3405,72,12,484,120,2079,234,216,112,1554,T1,T35
6942,2734,66,10,190,23,2179,230,220,122,2471,T3,T32
6943,2241,319,23,30,10,1554,153,211,195,696,T4,T17
6944,2929,60,10,684,186,1211,228,219,123,1559,T3,T32
6945,3326,302,9,190,28,1461,196,236,180,1736,T3,T32
6946,3045,270,22,497,234,1597,158,241,220,400,T3,T13
6947,3313,203,33,457,139,576,184,248,176,990,T1,T22
6948,3079,87,20,60,-4,1788,244,204,80,2892,T1,T29
6949,3143,16,15,769,287,780,205,206,135,1590,T1,T29
6950,2732,87,8,402,18,1376,232,227,127,2282,T1,T29
6951,2804,36,12,295,79,1129,219,212,127,1723,T3,T11
6952,2884,133,8,295,64,2888,233,236,135,2122,T1,T12
6953,2910,68,26,240,93,1691,236,178,57,2761,T3,T33
6954,2723,23,9,134,19,2480,215,221,142,5158,T1,T12
6955,2741,130,16,201,22,2117,244,229,109,2748,T1,T30
6956,3273,342,2,979,163,1928,216,236,158,2442,T3,T31
6957,2145,161,25,30,9,300,236,237,116,532,T4,T1
6958,3130,108,12,256,34,1019,241,225,112,1020,T1,T29
6959,3254,167,8,361,41,5700,226,243,150,1282,T1,T22
6960,2833,61,10,664,7,840,228,220,124,1505,T3,T11
6961,2460,63,12,0,0,384,230,216,117,1271,T4,T6
6962,3383,333,4,228,28,3438,210,234,163,2192,T1,T35
6963,3166,351,5,42,-2,3695,212,232,158,1550,T1,T23
6964,3058,53,12,391,49,4884,227,215,120,1674,T1,T29
6965,2688,272,17,134,32,1728,173,243,209,1289,T3,T13
6966,2670,133,9,90,15,1601,235,236,132,6510,T1,T12
6967,3332,99,14,295,9,1082,242,220,104,3509,T2,T32
6968,3402,118,12,722,163,2941,241,229,116,2253,T3,T39
6969,2500,104,10,108,14,1048,238,227,119,4357,T1,T18
6970,3250,108,30,85,25,2374,254,190,41,3089,T1,T29
6971,2985,94,10,331,17,5766,236,225,119,3825,T1,T29
6972,2953,13,9,466,141,1282,211,221,146,2585,T3,T32
6973,2848,279,25,297,159,2017,145,234,225,1230,T3,T13
6974,3123,26,20,977,254,2753,207,194,117,2135,T3,T24
6975,3199,267,16,212,13,1103,178,245,205,1298,T2,T24
6976,2552,43,28,210,100,600,213,167,73,708,T3,T33
6977,3012,115,13,212,-15,108,242,227,113,1711,T1,T23
6978,3051,239,21,134,39,2352,176,252,209,1645,T3,T23
6979,3139,356,7,240,53,3391,209,227,157,4916,T1,T29
6980,3220,109,11,60,6,969,239,228,119,2491,T3,T23
6981,3214,29,17,618,216,4556,212,201,120,2376,T1,T29
6982,2187,40,28,30,-3,426,209,167,76,872,T4,T10
6983,3394,173,10,1154,192,2989,226,245,150,1455,T3,T38
6984,3440,145,27,242,9,2568,245,223,87,1050,T3,T40
6985,2549,118,17,60,0,1302,247,223,98,1295,T3,T4
